"Target Group";Subcamp;"Original Order Number";Country;"Troop Name";"Kid ID Code"
SC1_G09;1;IST-13515;France;"Scout du Florival";epdcpFuO-2
SC1_G09;1;IST-13515;France;"Scout du Florival";AASBKbJi-3
SC1_G10;1;IST-54943;"Czech Republic";"AD FONTES";GYMBfuTC-18
SC1_G10;1;;Hungary;;GsXIGinN-2
SC1_G10;1;;Hungary;;YaI6BLIq-3
SC1_G10;1;IST-18787;"Czech Republic";"Junák - český skaut, středisko Podyjí Znojmo, z. s.";Yl7POfSP-3
SC1_G10;1;IST-16688;"Czech Republic";"Sopka Nová Paka";uY0Sx7OR-18
SC1_G10;1;;Hungary;;FgeT5d0K-4
SC1_G10;1;IST-16688;"Czech Republic";"Sopka Nová Paka";4tVkaIkT-17
SC1_G10;1;IST-11470;"Czech Republic";"Sluneční údolí";mIJiM0pq-7
SC1_G10;1;IST-18787;"Czech Republic";"Junák - český skaut, středisko Podyjí Znojmo, z. s.";ckkNpUqh-4
SC1_G10;1;IST-11470;"Czech Republic";"Sluneční údolí";gbz7EI8u-8
SC1_G10;1;IST-54943;"Czech Republic";"AD FONTES";voZHzHCs-17
SC1_G100;1;IST-17075;Poland;"Strumień 58";xLjFmkPo-11
SC1_G100;1;IST-17075;Poland;"Strumień 58";L0gOpvZu-12
SC1_G100;1;IST-65379;"The Netherlands";"Scouting Johannes Vianney";y2vEQJrF-30
SC1_G100;1;IST-65379;"The Netherlands";"Scouting Johannes Vianney";LYkkr3QY-29
SC1_G100;1;IST-11762;"Czech Republic";JK;OhF4HiR3-2
SC1_G100;1;IST-11762;"Czech Republic";JK;132uk5Ev-1
SC1_G100;1;IST-11233;"The Netherlands";"Scouting Uotha";DvdaGhoF-4
SC1_G100;1;IST-11233;"The Netherlands";"Scouting Uotha";7N9a5chf-3
SC1_G100;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";errwPYdH-4
SC1_G100;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";oEB8Oj2T-3
SC1_G101;1;IST-12664;Poland;Silva;veC6fZzs-9
SC1_G101;1;IST-10618;"The Netherlands";"Scouting Hubovra";ajwKNXSZ-16
SC1_G101;1;IST-10618;"The Netherlands";"Scouting Hubovra";B1ixMFWp-15
SC1_G101;1;IST-12664;Poland;Silva;UFuIAVyl-8
SC1_G101;1;IST-17214;Poland;HSDeserterki;TDvzybIf-1
SC1_G101;1;IST-18820;Germany;"DPSG Stamm Cherusker";bS7lHoRg-4
SC1_G101;1;IST-17214;Poland;HSDeserterki;Us5Ncqdw-2
SC1_G101;1;IST-17214;Poland;HSDeserterki;9MjVaBd3-3
SC1_G101;1;IST-18820;Germany;"DPSG Stamm Cherusker";MX7xwqRg-5
SC1_G102;1;IST-27230;"The Netherlands";"De Peelspeurders";or5WBWog-22
SC1_G102;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";HWBpKRP2-21
SC1_G102;1;IST-27230;"The Netherlands";"De Peelspeurders";KKcEgqEl-21
SC1_G102;1;IST-47786;"United States";"Troop 21";v580HLC8-10
SC1_G102;1;IST-12782;Germany;"Stamm Schwester Felicitas Ziegelhausen";mV1d2VsL-9
SC1_G102;1;IST-47786;"United States";"Troop 21";uMYZeF5p-9
SC1_G102;1;IST-12782;Germany;"Stamm Schwester Felicitas Ziegelhausen";09tNLjK5-10
SC1_G102;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";Cct7iQBa-22
SC1_G102;1;IST-11133;Germany;"DPSG Kempen";NPZlUR4g-101
SC1_G102;1;IST-11133;Germany;"DPSG Kempen";Px5OqQhI-100
SC1_G103;1;IST-15861;"Czech Republic";"Bílý los";EJVnmqNa-3
SC1_G103;1;IST-11133;Germany;"DPSG Kempen";rXdTGnVM-12
SC1_G103;1;IST-12285;"Czech Republic";Goliath;fmwvQY3I-7
SC1_G103;1;IST-41645;Germany;"St Nikolaus Gangelt";X3Tl5o6T-6
SC1_G103;1;IST-11133;Germany;"DPSG Kempen";ZHNfa64z-13
SC1_G103;1;IST-89120;"United States";"Troop 164 Sembach";tN5aSFIv-1
SC1_G103;1;IST-89120;"United States";"Troop 164 Sembach";Z7xDbJ2p-2
SC1_G103;1;IST-12285;"Czech Republic";Goliath;LUzjzYXp-8
SC1_G103;1;IST-15861;"Czech Republic";"Bílý los";YeSbnHqf-4
SC1_G103;1;IST-41645;Germany;"St Nikolaus Gangelt";W4rES091-5
SC1_G104;1;IST-19768;"United States";"Troop 681 Basel";AAsKRhAb-13
SC1_G104;1;IST-19768;"United States";"Troop 681 Basel";4u1thxMt-12
SC1_G104;1;IST-10906;Poland;"Czarne Siódemki";wqCz0KVO-9
SC1_G104;1;IST-18955;Poland;"Skalne Nietoperze";iIc3mX3p-15
SC1_G104;1;IST-15385;"Czech Republic";"Junák - český skaut, středisko Oheň Most, z. s.";7uwalwQJ-20
SC1_G104;1;IST-15385;"Czech Republic";"Junák - český skaut, středisko Oheň Most, z. s.";RocEv2Rj-19
SC1_G104;1;IST-10906;Poland;"Czarne Siódemki";wMJuEnvx-10
SC1_G104;1;IST-18955;Poland;"Skalne Nietoperze";l8tUqlla-14
SC1_G104;1;IST-87889;"United States";"Girl Scouts of the USA";sLDUTlj6-10
SC1_G104;1;IST-87889;"United States";"Girl Scouts of the USA";XGl9hf1G-9
SC1_G105;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";6Ixbm6ug-5
SC1_G105;1;IST-11133;GB;"DPSG Kempen";gTA8KfrV-147
SC1_G105;1;IST-65379;"The Netherlands";"Scouting Johannes Vianney";BdEAr9zW-31
SC1_G105;1;IST-65379;"The Netherlands";"Scouting Johannes Vianney";ZXQoQAdk-32
SC1_G105;1;IST-11233;"The Netherlands";"Scouting Uotha";0yhqXVBO-5
SC1_G105;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";D9gW9xWS-6
SC1_G105;1;IST-11133;GB;"DPSG Kempen";wdlHVV4w-146
SC1_G105;1;IST-11233;"The Netherlands";"Scouting Uotha";596ItcUV-6
SC1_G105;1;IST-17075;Poland;"Strumień 58";rpeEIxUd-14
SC1_G105;1;IST-17075;Poland;"Strumień 58";HX67rpiv-13
SC1_G106;1;IST-18820;Germany;"DPSG Stamm Cherusker";vTWZJUjR-7
SC1_G106;1;IST-17214;Poland;HSDeserterki;kZ69yOde-5
SC1_G106;1;IST-10618;"The Netherlands";"Scouting Hubovra";UAuugxVZ-18
SC1_G106;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";QA3b2EeI-38
SC1_G106;1;IST-11133;Germany;"DPSG Kempen";4jKm8B49-102
SC1_G106;1;IST-10618;"The Netherlands";"Scouting Hubovra";2XVaOeV0-17
SC1_G106;1;IST-11133;Germany;"DPSG Kempen";72q6BHDY-103
SC1_G106;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";fxFalvF5-39
SC1_G106;1;IST-17214;Poland;HSDeserterki;vXvTH6TR-4
SC1_G106;1;IST-18820;Germany;"DPSG Stamm Cherusker";kzLu85BK-6
SC1_G107;1;IST-15861;"Czech Republic";"Bílý los";r3SETnzY-5
SC1_G107;1;IST-95976;Belgium;"Brussels Explorers";TA1IkwIU-7
SC1_G107;1;IST-95976;Belgium;"Brussels Explorers";XRn73ZxX-8
SC1_G107;1;IST-12782;Germany;"Stamm Schwester Felicitas Ziegelhausen";fhT9yQzz-11
SC1_G107;1;IST-12782;Germany;"Stamm Schwester Felicitas Ziegelhausen";0dBcqrs8-12
SC1_G107;1;IST-27230;"The Netherlands";"De Peelspeurders";IHXqJuhT-23
SC1_G107;1;IST-27230;"The Netherlands";"De Peelspeurders";A2XCbCXO-24
SC1_G107;1;IST-15861;"Czech Republic";"Bílý los";3QJWLsgR-6
SC1_G107;1;IST-47786;"United States";"Troop 21";qBmpJ4Ip-12
SC1_G107;1;IST-47786;"United States";"Troop 21";awzI4tUH-11
SC1_G108;1;IST-96201;Poland;"Czata wymiata";VkB1Wxcd-3
SC1_G108;1;IST-96201;Poland;"Czata wymiata";rjA9p4qK-2
SC1_G108;1;IST-64335;"Czech Republic";"Středisko Severka";FDX0xPVc-3
SC1_G108;1;IST-18013;Poland;Watrzaki;bGJk4Q2s-2
SC1_G108;1;IST-64335;"Czech Republic";"Středisko Severka";n7M4pnzx-2
SC1_G108;1;IST-64335;"Czech Republic";"Středisko Severka";rdbvf2IM-1
SC1_G108;1;IST-18013;Poland;Watrzaki;TWNkkKtm-1
SC1_G108;1;IST-11762;"Czech Republic";JK;56yNKoaY-3
SC1_G108;1;IST-11762;"Czech Republic";JK;ASvqXczt-4
SC1_G108;1;IST-96201;Poland;"Czata wymiata";smnG2m9s-1
SC1_G108;1;IST-18013;Poland;Watrzaki;X2WnDA5F-3
SC1_G109;1;IST-11133;Germany;"DPSG Kempen";wttL9wTT-15
SC1_G109;1;IST-10906;Poland;"Czarne Siódemki";33B13RZe-11
SC1_G109;1;IST-89120;"United States";"Troop 164 Sembach";N0Sv74dK-4
SC1_G109;1;IST-65379;"The Netherlands";"Scouting Johannes Vianney";p77RLjny-34
SC1_G109;1;IST-12664;Poland;Silva;ozFR8D0r-11
SC1_G109;1;IST-12664;Poland;Silva;15cuyoTg-10
SC1_G109;1;IST-11133;Germany;"DPSG Kempen";CPoMu3qp-14
SC1_G109;1;IST-65379;"The Netherlands";"Scouting Johannes Vianney";hCjBQ0QN-33
SC1_G109;1;IST-89120;"United States";"Troop 164 Sembach";b1xFUIFj-3
SC1_G109;1;IST-10906;Poland;"Czarne Siódemki";afdjmcUT-12
SC1_G11;1;IST-13423;Germany;"DPSG Phönix Bonn";koEPdVF2-26
SC1_G11;1;IST-17335;"The Netherlands";"Scoutinggroep de Meuleberg";WMenoQeY-11
SC1_G11;1;IST-96201;Poland;"Czata wymiata";HzVl4bHS-10
SC1_G11;1;IST-96201;Poland;"Czata wymiata";DHdQC56n-11
SC1_G11;1;IST-17335;"The Netherlands";"Scoutinggroep de Meuleberg";KRZ9P7MT-10
SC1_G11;1;IST-19148;"The Netherlands";"Scouting Polaris";sPx14iDj-12
SC1_G11;1;IST-19148;"The Netherlands";"Scouting Polaris";iDlOSrMa-13
SC1_G11;1;IST-35004;Slovakia;"Zbor Irmy Ševcechovej";0ASU8TmO-1
SC1_G11;1;IST-35004;Slovakia;"Zbor Irmy Ševcechovej";x7q0u3fj-2
SC1_G11;1;IST-13423;Germany;"DPSG Phönix Bonn";hv4Lef4R-25
SC1_G110;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";DxCfAb1N-24
SC1_G110;1;IST-11133;Germany;"DPSG Kempen";SYH5MyFP-51
SC1_G110;1;IST-11233;"The Netherlands";"Scouting Uotha";wezeBWQT-8
SC1_G110;1;IST-29006;"Czech Republic";Vizovice;PCbaWood-3
SC1_G110;1;IST-29006;"Czech Republic";Vizovice;9TMhCPNY-2
SC1_G110;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";ZIGeMggH-23
SC1_G110;1;IST-11233;"The Netherlands";"Scouting Uotha";5StytsmU-7
SC1_G110;1;IST-29006;"Czech Republic";Vizovice;tRH7WVkB-1
SC1_G110;1;IST-11133;Germany;"DPSG Kempen";7SXQwUCE-50
SC1_G111;1;IST-11133;Germany;"DPSG Kempen";HrkRZy3B-105
SC1_G111;1;IST-20570;Poland;Granda;zMOmOKz5-2
SC1_G111;1;IST-11133;Germany;"DPSG Kempen";T3WesXeT-104
SC1_G111;1;IST-18820;Germany;"DPSG Stamm Cherusker";ROWq3VYn-8
SC1_G111;1;IST-41645;Germany;"St Nikolaus Gangelt";xadLBtrB-7
SC1_G111;1;IST-41645;Germany;"St Nikolaus Gangelt";Qkjx7v9Z-8
SC1_G111;1;IST-20570;Poland;Granda;tDpNFyl4-1
SC1_G111;1;IST-87889;"United States";"Girl Scouts of the USA";nmeZq81A-12
SC1_G111;1;IST-87889;"United States";"Girl Scouts of the USA";m1FIX8dZ-11
SC1_G111;1;IST-18820;Germany;"DPSG Stamm Cherusker";uRkzoBAp-9
SC1_G112;1;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";GJkd4258-12
SC1_G112;1;IST-13607;"United States";"Troop 12";BLxJAucD-3
SC1_G112;1;IST-13607;"United States";"Troop 12";iZodIDNg-2
SC1_G112;1;IST-19768;"United States";"Troop 681 Basel";aHXPSHJ1-14
SC1_G112;1;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";B0e12gJ8-13
SC1_G112;1;IST-97908;"Czech Republic";Artemis/Ontario;2SoSLns7-7
SC1_G112;1;IST-19768;"United States";"Troop 681 Basel";T6xWOfAV-15
SC1_G112;1;IST-97908;"Czech Republic";Artemis/Ontario;XhLw6vh8-8
SC1_G112;1;IST-13607;"United States";"Troop 12";WiPUV4zB-1
SC1_G113;1;IST-11133;GB;"DPSG Kempen";d1oP82zE-149
SC1_G113;1;IST-10618;"The Netherlands";"Scouting Hubovra";FcnKxpG6-19
SC1_G113;1;IST-21250;"Czech Republic";"Ústecká dvojka";Laia0DoX-1
SC1_G113;1;IST-64335;"Czech Republic";"Středisko Severka";bv0RISop-4
SC1_G113;1;IST-64335;"Czech Republic";"Středisko Severka";wbiY9RJF-5
SC1_G113;1;IST-21250;"Czech Republic";"Ústecká dvojka";EmTAcOUm-2
SC1_G113;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";oPW2S0p4-7
SC1_G113;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";5cj0qyRE-8
SC1_G113;1;IST-11133;GB;"DPSG Kempen";WXyMd2gp-148
SC1_G113;1;IST-10618;"The Netherlands";"Scouting Hubovra";M9juVIGN-20
SC1_G114;1;;Poland;;H7zVk4KX-21
SC1_G114;1;IST-17468;Poland;71N;CjlvROnT-1
SC1_G114;1;IST-17468;Poland;71N;nThpgDmb-2
SC1_G114;1;IST-80873;Germany;"DPSG Moers St. Josef";H6tDNQ1U-1
SC1_G114;1;IST-80873;Germany;"DPSG Moers St. Josef";BMXWRwRL-3
SC1_G114;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";ow7raboq-41
SC1_G114;1;IST-80873;Germany;"DPSG Moers St. Josef";fTlExAx7-2
SC1_G114;1;;Poland;;R5M6RPKd-20
SC1_G114;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";5QVTzmsn-40
SC1_G115;1;IST-19439;Poland;Nebula;nDKw6H1x-1
SC1_G115;1;IST-95976;Belgium;"Brussels Explorers";GZyds8Hd-9
SC1_G115;1;IST-89120;"United States";"Troop 164 Sembach";gku0hHWM-6
SC1_G115;1;IST-11233;"The Netherlands";"Scouting Uotha";miCuKBRc-9
SC1_G115;1;IST-11233;"The Netherlands";"Scouting Uotha";jW7N1XhD-10
SC1_G115;1;IST-19439;Poland;Nebula;KJf3kN3p-2
SC1_G115;1;IST-18013;Poland;Watrzaki;VwNa3dMm-5
SC1_G115;1;IST-89120;"United States";"Troop 164 Sembach";QFcVfnvw-5
SC1_G115;1;IST-18013;Poland;Watrzaki;bUQNQTpf-4
SC1_G115;1;IST-95976;Belgium;"Brussels Explorers";lHImWU2d-10
SC1_G116;1;IST-13297;"The Netherlands";"Scouting Den Oever";ehyKR31j-3
SC1_G116;1;IST-29006;"Czech Republic";Vizovice;eqjinUBi-4
SC1_G116;1;IST-29006;"Czech Republic";Vizovice;5Sn0gCj5-5
SC1_G116;1;IST-27230;"The Netherlands";"De Peelspeurders";Fu6QYZ6I-25
SC1_G116;1;IST-27230;"The Netherlands";"De Peelspeurders";HjMfB4ok-26
SC1_G116;1;IST-11762;"Czech Republic";JK;C3mq2dFS-6
SC1_G116;1;IST-11762;"Czech Republic";JK;6AoqqQ2i-5
SC1_G116;1;IST-13297;"The Netherlands";"Scouting Den Oever";PVSBFcd9-1
SC1_G116;1;IST-13297;"The Netherlands";"Scouting Den Oever";rwzqi47x-2
SC1_G116;1;IST-18820;Germany;"DPSG Stamm Cherusker";c0nFVpSL-11
SC1_G116;1;IST-18820;Germany;"DPSG Stamm Cherusker";P0URc27N-10
SC1_G117;1;IST-21250;"Czech Republic";"Ústecká dvojka";f5cA2vpy-4
SC1_G117;1;IST-20570;Poland;Granda;U6NCZPKI-3
SC1_G117;1;IST-11133;Germany;"DPSG Kempen";QxTqsFix-16
SC1_G117;1;IST-20570;Poland;Granda;CR6DqXzn-4
SC1_G117;1;IST-11133;Germany;"DPSG Kempen";LxDdCmnD-17
SC1_G117;1;IST-12664;Poland;Silva;wqvKVerd-13
SC1_G117;1;IST-21250;"Czech Republic";"Ústecká dvojka";fN4sOZQU-3
SC1_G117;1;IST-13607;"United States";"Troop 12";vzDb5q81-4
SC1_G117;1;IST-13607;"United States";"Troop 12";DjdUFEnu-5
SC1_G117;1;IST-12664;Poland;Silva;hJZTrdGM-12
SC1_G118;1;IST-11133;Germany;"DPSG Kempen";sRcXYCwN-107
SC1_G118;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";O0N5cKuC-25
SC1_G118;1;IST-64335;"Czech Republic";"Středisko Severka";TOnAGObu-7
SC1_G118;1;IST-87889;"United States";"Girl Scouts of the USA";CE5X1bYH-14
SC1_G118;1;IST-64335;"Czech Republic";"Středisko Severka";qQbTy7n1-6
SC1_G118;1;IST-87889;"United States";"Girl Scouts of the USA";UrpyK4l9-13
SC1_G118;1;IST-10618;"The Netherlands";"Scouting Hubovra";TPWqdD4Y-22
SC1_G118;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";XJQEaWLK-26
SC1_G118;1;IST-10618;"The Netherlands";"Scouting Hubovra";Fsx4z7mf-21
SC1_G118;1;IST-11133;Germany;"DPSG Kempen";kZYCEoaq-106
SC1_G119;1;IST-41645;Germany;"St Nikolaus Gangelt";LQW16HoM-10
SC1_G119;1;IST-80873;Germany;"DPSG Moers St. Josef";A3kzPDtK-4
SC1_G119;1;IST-80873;Germany;"DPSG Moers St. Josef";59g3Jyrc-5
SC1_G119;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";7ptW5T5s-10
SC1_G119;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";yhJYTmlQ-9
SC1_G119;1;IST-17468;Poland;71N;uv8PPAYg-4
SC1_G119;1;IST-17468;Poland;71N;OwIs3ndm-3
SC1_G119;1;IST-18013;Poland;Watrzaki;NRBTPQ9F-7
SC1_G119;1;IST-18013;Poland;Watrzaki;DvNxhcaV-6
SC1_G119;1;IST-41645;Germany;"St Nikolaus Gangelt";yoL4vZTP-9
SC1_G12;1;IST-46593;Germany;"DPSG Wegberg";SiqjvcHe-30
SC1_G12;1;IST-17338;"United States";"Wiesbaden Troop";Fg4mIrKf-17
SC1_G12;1;IST-11133;Germany;"DPSG Kempen";LJdxLPue-65
SC1_G12;1;IST-11133;Germany;"DPSG Kempen";3TbbvDgw-64
SC1_G12;1;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";2o8iUQtq-21
SC1_G12;1;IST-69112;"Czech Republic";"Dráčata Štěnovice";QpCc3mic-4
SC1_G12;1;IST-69112;"Czech Republic";"Dráčata Štěnovice";qQXOhLhd-3
SC1_G12;1;IST-46593;Germany;"DPSG Wegberg";Ezm6B4za-29
SC1_G12;1;IST-17338;"United States";"Wiesbaden Troop";UGn7hu2S-16
SC1_G12;1;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";3U8T10fb-20
SC1_G120;1;IST-21261;Germany;"DPSG Moers St. Josef";8u1rXqm0-5
SC1_G120;1;IST-64029;"United States";"1920G- Boy Scouts of America";Wz3SBiCn-3
SC1_G120;1;IST-10147;Poland;"Zawiercie 2";ZafWXhWR-6
SC1_G120;1;IST-10147;Poland;"Zawiercie 2";aGs8lb9R-7
SC1_G120;1;IST-49187;"The Netherlands";"St. Stanislaus";9mXjBnSO-23
SC1_G120;1;IST-64029;"United States";"1920G- Boy Scouts of America";Zxtcgo0B-2
SC1_G120;1;IST-64029;"United States";"1920G- Boy Scouts of America";mRTOmft2-1
SC1_G120;1;IST-21261;Germany;"DPSG Moers St. Josef";Z2vWO3Bz-4
